Category,Subcategory,Level 3 Category,Category ID
Babies & Kids,Babies' Fashion,Accessories,9159
Babies & Kids,Babies' Fashion,Bag,13890
Babies & Kids,Babies' Fashion,Bib,8918
Babies & Kids,Babies' Fashion,Bottom,8921
Babies & Kids,Babies' Fashion,Dress,8924
Babies & Kids,Babies' Fashion,Jumper,8923
Babies & Kids,Babies' Fashion,Knee Pad,13894
Babies & Kids,Babies' Fashion,Onesie,8922
Babies & Kids,Babies' Fashion,Others,6955
Babies & Kids,Babies' Fashion,Pajama,13892
Babies & Kids,Babies' Fashion,Set,13893
Babies & Kids,Babies' Fashion,Shoes,8926
Babies & Kids,Babies' Fashion,Socks,8919
Babies & Kids,Babies' Fashion,Swaddle,13895
Babies & Kids,Babies' Fashion,Swimwear,13889
Babies & Kids,Babies' Fashion,Top,8920
Babies & Kids,Baby Detergent,Detergent,18089
Babies & Kids,Baby Detergent,Others,18088
Babies & Kids,Baby Detergent,Softener,18090
Babies & Kids,Baby Gear,Activity Gym,13972
Babies & Kids,Baby Gear,Car Seat,13970
Babies & Kids,Baby Gear,Carrier,13971
Babies & Kids,Baby Gear,Others,6949
Babies & Kids,Baby Gear,Playmat,13973
Babies & Kids,Baby Gear,Rocker,13969
Babies & Kids,Baby Gear,Stroller,13967
Babies & Kids,Baby Gear,Walker,13968
Babies & Kids,Bath & Skin Care, Sunscreen,13951
Babies & Kids,Bath & Skin Care,Bar Soap,13995
Babies & Kids,Bath & Skin Care,Bath Safety,13957
Babies & Kids,Bath & Skin Care,Bath Tub,13956
Babies & Kids,Bath & Skin Care,Body Wash,13948
Babies & Kids,Bath & Skin Care,Grooming Kit,13955
Babies & Kids,Bath & Skin Care,Others,6951
Babies & Kids,Bath & Skin Care,Shampoo,13950
Babies & Kids,Bath & Skin Care,Shower Cap,13949
Babies & Kids,Bath & Skin Care,Skincare,13952
Babies & Kids,Bath & Skin Care,Toothbrush,13947
Babies & Kids,Bath & Skin Care,Towel & Robe,13953
Babies & Kids,Bath & Skin Care,Washcloth,13954
Babies & Kids,Boys' Fashion,Accessories,13926
Babies & Kids,Boys' Fashion,Bag,13993
Babies & Kids,Boys' Fashion,Bottom,8956
Babies & Kids,Boys' Fashion,Jacket,13919
Babies & Kids,Boys' Fashion,Jumpsuit & Romper,13920
Babies & Kids,Boys' Fashion,Others,6953
Babies & Kids,Boys' Fashion,Pajama,13922
Babies & Kids,Boys' Fashion,Set,13927
Babies & Kids,Boys' Fashion,Shoes,8959
Babies & Kids,Boys' Fashion,Socks,13923
Babies & Kids,Boys' Fashion,Swimwear,13924
Babies & Kids,Boys' Fashion,Top,9161
Babies & Kids,Boys' Fashion,Underwear,13921
Babies & Kids,Diapers & Wipes,Changing Pad,13858
Babies & Kids,Diapers & Wipes,Cloth Diaper,13855
Babies & Kids,Diapers & Wipes,Diaper Bag,13857
Babies & Kids,Diapers & Wipes,Diaper Cream,13859
Babies & Kids,Diapers & Wipes,Diaper Insert,13856
Babies & Kids,Diapers & Wipes,Disposable Diaper,13854
Babies & Kids,Diapers & Wipes,Others,6957
Babies & Kids,Diapers & Wipes,Wipes,13860
Babies & Kids,Feeding & Nursing, Milk Storage,13936
Babies & Kids,Feeding & Nursing, Nursing Cover,13942
Babies & Kids,Feeding & Nursing,Baby Bottle,13931
Babies & Kids,Feeding & Nursing,Baby Food,13929
Babies & Kids,Feeding & Nursing,Bottle Cleaner,13934
Babies & Kids,Feeding & Nursing,Bottle Warmer,13935
Babies & Kids,Feeding & Nursing,Breast Pump,13941
Babies & Kids,Feeding & Nursing,Breastmilk Bag,13940
Babies & Kids,Feeding & Nursing,Drool Pad,13945
Babies & Kids,Feeding & Nursing,Follow-On Milk (6-12 months),21777
Babies & Kids,Feeding & Nursing,Food Storage,13937
Babies & Kids,Feeding & Nursing,Gift Set,13946
Babies & Kids,Feeding & Nursing,Growing-Up Milk (3 years +),21778
Babies & Kids,Feeding & Nursing,High Chair & Booster,13939
Babies & Kids,Feeding & Nursing,Infant Milk (0-6 months),21776
Babies & Kids,Feeding & Nursing,Nipples,13932
Babies & Kids,Feeding & Nursing,Nursing Pad,13944
Babies & Kids,Feeding & Nursing,Nursing Pillow,13943
Babies & Kids,Feeding & Nursing,Others,6952
Babies & Kids,Feeding & Nursing,Pacifier,13994
Babies & Kids,Feeding & Nursing,Sippy Cup,13933
Babies & Kids,Feeding & Nursing,Solid Food,13930
Babies & Kids,Feeding & Nursing,Toddler Milk (1- under 3 years),21775
Babies & Kids,Feeding & Nursing,Utensil,13938
Babies & Kids,Girls' Fashion,Accessories,13908
Babies & Kids,Girls' Fashion,Bag,13906
Babies & Kids,Girls' Fashion,Bottom,8934
Babies & Kids,Girls' Fashion,Costume,8941
Babies & Kids,Girls' Fashion,Dress,8936
Babies & Kids,Girls' Fashion,Jacket,13903
Babies & Kids,Girls' Fashion,Jumpsuit & Romper,13904
Babies & Kids,Girls' Fashion,Others,6954
Babies & Kids,Girls' Fashion,Pajama,13909
Babies & Kids,Girls' Fashion,Set,13911
Babies & Kids,Girls' Fashion,Shoes,8947
Babies & Kids,Girls' Fashion,Socks,13910
Babies & Kids,Girls' Fashion,Swimwear,13907
Babies & Kids,Girls' Fashion,Top,9160
Babies & Kids,Girls' Fashion,Underwear,13905
Babies & Kids,Health & Safety,Baby Monitor,13980
Babies & Kids,Health & Safety,Baby Thermometers,23819
Babies & Kids,Health & Safety,Floater,13977
Babies & Kids,Health & Safety,Gate & Lock,13978
Babies & Kids,Health & Safety,Nasal Aspirator,13975
Babies & Kids,Health & Safety,Others,6914
Babies & Kids,Health & Safety,Potty Training,13981
Babies & Kids,Health & Safety,Strap & Harness,13979
Babies & Kids,Health & Safety,Teether,13976
Babies & Kids,Health & Safety,Vitamins,13974
Babies & Kids,Moms & Maternity,Bottom,13959
Babies & Kids,Moms & Maternity,Dress,13960
Babies & Kids,Moms & Maternity,Maternal Milk,21800
Babies & Kids,Moms & Maternity,Maternity Belt,13965
Babies & Kids,Moms & Maternity,Maternity Pillow,13966
Babies & Kids,Moms & Maternity,Mommy & Me Terno,13964
Babies & Kids,Moms & Maternity,Others,6950
Babies & Kids,Moms & Maternity,Top,13958
Babies & Kids,Moms & Maternity,Underwear,13961
Babies & Kids,Nursery,Blanket,13989
Babies & Kids,Nursery,Crib,13990
Babies & Kids,Nursery,Mattress,13987
Babies & Kids,Nursery,Mobile,13991
Babies & Kids,Nursery,Moses Basket,13984
Babies & Kids,Nursery,Mosquito Net,13986
Babies & Kids,Nursery,Others,13983
Babies & Kids,Nursery,Pillow,13985
Babies & Kids,Nursery,Playpen,13992
Babies & Kids,Others,Others,6948
Cameras,Action Camera,Accessories,20473
Cameras,Action Camera,Action Camera,20472
Cameras,Action Camera,Others,20471
Cameras,CCTV/ IP Camera,CCTV/ IP Camera,20476
Cameras,CCTV/ IP Camera,Cables and Accessories,20477
Cameras,CCTV/ IP Camera,Others,20475
Cameras,Camera Accessories,Bags & Cases,20465
Cameras,Camera Accessories,Batteries and Chargers,20467
Cameras,Camera Accessories,Films,20466
Cameras,Camera Accessories,Filters,20463
Cameras,Camera Accessories,Lenses,20462
Cameras,Camera Accessories,Lighting & Studio Equipment,20468
Cameras,Camera Accessories,Others,20461
Cameras,Camera Accessories,Straps,20469
Cameras,Camera Accessories,Tripods/Monopods,20464
Cameras,Car/Dash Camera,Others,20483
Cameras,Digital Camera,DSLR/Mirrorless,20456
Cameras,Digital Camera,Digital Camera,20457
Cameras,Digital Camera,Instant Camera,20458
Cameras,Digital Camera,Others,20455
Cameras,Digital Camera,Spy Camera,20459
Cameras,Drones,Drone Parts & Accessories,20481
Cameras,Drones,Drones,20480
Cameras,Drones,Others,20479
Cameras,Others,Others,20453
Digital Goods & Vouchers,Dining ,Dine In & Kiosks,23403
Digital Goods & Vouchers,Dining ,Food Delivery,23402
Digital Goods & Vouchers,Dining ,Others,23401
Digital Goods & Vouchers,Leisure & Entertainment,Others,23396
Digital Goods & Vouchers,Leisure & Entertainment,Shopping,23399
Digital Goods & Vouchers,Leisure & Entertainment,"TV, Movies & Events",23398
Digital Goods & Vouchers,Others,Others,17473
Digital Goods & Vouchers,Services ,General Services & Virtual Wallet,23394
Digital Goods & Vouchers,Services ,Health & Beauty,23392
Digital Goods & Vouchers,Services ,Others,23390
Digital Goods & Vouchers,Services ,Transportation,23391
Digital Goods & Vouchers,Travel,Flights & Accommodations,23404
Digital Goods & Vouchers,Travel,Others,21738
Digital Goods & Vouchers,Travel,Theme Parks & Activities,23405
Gaming,Computer Gaming,Gaming Bundles,22630
Gaming,Computer Gaming,Gaming Headsets,22627
Gaming,Computer Gaming,Gaming Keyboards,22626
Gaming,Computer Gaming,Gaming Laptops & Monitors,22622
Gaming,Computer Gaming,Gaming Mice,22624
Gaming,Computer Gaming,Hardware & Accessories,22629
Gaming,Computer Gaming,Other,22621
Gaming,Console Gaming,Accessories,22637
Gaming,Console Gaming,Consoles,22633
Gaming,Console Gaming,Games,22635
Gaming,Console Gaming,Other Console Gaming,22632
Gaming,Console Gaming,Retro & Microconsoles,22638
Gaming,Digital Currencies & Subscription Vouchers,Others,22640
Gaming,Mobile Gaming,Gamepads,22615
Gaming,Mobile Gaming,Other,22613
Gaming,Mobile Gaming,Trigger & Joysticks,22618
Gaming,Mobile Gaming,Virtual Reality,22619
Gaming,Other,Other,22611
Groceries,Alcoholic Beverages,Beer,21102
Groceries,Alcoholic Beverages,Gin & Vodka,21103
Groceries,Alcoholic Beverages,Others Alcoholic Beverages,21101
Groceries,Alcoholic Beverages,Rum & Tequila,21104
Groceries,Alcoholic Beverages,Whisky,21105
Groceries,Alcoholic Beverages,Wine & Champagne,21106
Groceries,Beverages,Coffee,14110
Groceries,Beverages,Juices & Tea,21098
Groceries,Beverages,Others Beverages,6945
Groceries,Beverages,Soda,14113
Groceries,Beverages,"UHT, Milk & Milk Powder",21567
Groceries,Beverages,Water,22731
Groceries,"Breakfast Food, Snack & Sweet Items","Biscuits ,Cookies ,Cracker",21570
Groceries,"Breakfast Food, Snack & Sweet Items",Candies & Gummies,21574
Groceries,"Breakfast Food, Snack & Sweet Items",Cereals & Oatmeal,21572
Groceries,"Breakfast Food, Snack & Sweet Items",Chips,21575
Groceries,"Breakfast Food, Snack & Sweet Items",Chocolates,21576
Groceries,"Breakfast Food, Snack & Sweet Items",Instant Food,22722
Groceries,"Breakfast Food, Snack & Sweet Items","Others Breakfast Food ,Snack & Sweet Items",21569
Groceries,"Breakfast Food, Snack & Sweet Items",Spread,22723
Groceries,Laundry & Household Product,Cleaning & Tissue Paper,21226
Groceries,Laundry & Household Product,Cleaning Soaps,21223
Groceries,Laundry & Household Product,Laundry Bag & Trash Bags,21225
Groceries,Laundry & Household Product,Laundry Soaps & Detergents,21224
Groceries,Laundry & Household Product,Mosquito Repellent,21227
Groceries,Laundry & Household Product,Others Laundry & Household Product,17461
Groceries,Laundry & Household Product,Scents & Air Care,21228
Groceries,Others,Others,6944
Groceries,"Seasoning, Staple Foods & Baking Ingredients"," Mixes, Dips & Sauces",21111
Groceries,"Seasoning, Staple Foods & Baking Ingredients",Baking Ingredients,22732
Groceries,"Seasoning, Staple Foods & Baking Ingredients",Canned Goods,21109
Groceries,"Seasoning, Staple Foods & Baking Ingredients",Condiments,21110
Groceries,"Seasoning, Staple Foods & Baking Ingredients","Others Seasoning, Staple Foods & Baking Ingredients",21108
Groceries,"Seasoning, Staple Foods & Baking Ingredients","Rice, Bread & Pasta",21114
Groceries,"Seasoning, Staple Foods & Baking Ingredients",Spices & Herbs,21115
Groceries,Superfoods & Healthy Foods,Beans & Pulses,22726
Groceries,Superfoods & Healthy Foods,Nutrition Drinks and Shakes,22727
Groceries,Superfoods & Healthy Foods,Nuts & Trail Mixes,22728
Groceries,Superfoods & Healthy Foods,Organic Food,22729
Groceries,Superfoods & Healthy Foods,Other Superfoods & Nutrition Food,22725
Groceries,Superfoods & Healthy Foods,Seeds & Superfood,22730
Health & Personal Care,Bath & Body,Bar Soap,8608
Health & Personal Care,Bath & Body,Body & Massage Oil,22614
Health & Personal Care,Bath & Body,Body Scrub,8603
Health & Personal Care,Bath & Body,Body Wash,9076
Health & Personal Care,Bath & Body,Hand Soap,20593
Health & Personal Care,Bath & Body,Lotion,8599
Health & Personal Care,Bath & Body,Others,7051
Health & Personal Care,Hair Care,Color,12534
Health & Personal Care,Hair Care,Conditioner,8619
Health & Personal Care,Hair Care,Hair Grower,12536
Health & Personal Care,Hair Care,Hair Oil,12535
Health & Personal Care,Hair Care,Hair Treatment,8620
Health & Personal Care,Hair Care,Others,7049
Health & Personal Care,Hair Care,Shampoo,9124
Health & Personal Care,Hair Care,Styling,8621
Health & Personal Care,Health Supplements,Beauty Supplements,22625
Health & Personal Care,Health Supplements,Collagen,12542
Health & Personal Care,Health Supplements,General Health,12543
Health & Personal Care,Health Supplements,Multivitamins,12544
Health & Personal Care,Health Supplements,Others,7045
Health & Personal Care,Health Supplements,Sports Nutrition,22623
Health & Personal Care,Medical Supplies,Adult Diapers,20587
Health & Personal Care,Medical Supplies,Adult Thermometer,23820
Health & Personal Care,Medical Supplies,First Aid Supplies,20584
Health & Personal Care,Medical Supplies,Health Monitors,20583
Health & Personal Care,Medical Supplies,Nebulizers & Aspirators,20582
Health & Personal Care,Medical Supplies,Others,15751
Health & Personal Care,Medical Supplies,Pain Relief,20585
Health & Personal Care,Medical Supplies,Scrub Suits,20586
Health & Personal Care,Medical Supplies,Test Kits,20588
Health & Personal Care,Men's Grooming,Bath & Body,19113
Health & Personal Care,Men's Grooming,Deodorant,22616
Health & Personal Care,Men's Grooming,Hair Care,19111
Health & Personal Care,Men's Grooming,Others,12144
Health & Personal Care,Men's Grooming,Shaving,19110
Health & Personal Care,Men's Grooming,Skin Care,19112
Health & Personal Care,Others,Others,7042
Health & Personal Care,Personal Care,Breast Care,20607
Health & Personal Care,Personal Care,Deodorant,9125
Health & Personal Care,Personal Care,Eye Care,20594
Health & Personal Care,Personal Care,Feminine Care,8629
Health & Personal Care,Personal Care,Foot Care,20595
Health & Personal Care,Personal Care,Hair Removal,8627
Health & Personal Care,Personal Care,Oral Care,8628
Health & Personal Care,Personal Care,Others,7047
Health & Personal Care,Personal Care,Sanitizer,12541
Health & Personal Care,Sexual Wellness,Adult Toys,17766
Health & Personal Care,Sexual Wellness,Condoms,17765
Health & Personal Care,Sexual Wellness,Lubricants,17767
Health & Personal Care,Sexual Wellness,Others,17764
Health & Personal Care,Sexual Wellness,Supplements,17768
Health & Personal Care,Skin Care, Toner & Makeup Remover,8526
Health & Personal Care,Skin Care,Acne,8523
Health & Personal Care,Skin Care,Anti-Aging,8520
Health & Personal Care,Skin Care,Cleanser & Scrubs,9066
Health & Personal Care,Skin Care,Face Mists & Face Sprays,20592
Health & Personal Care,Skin Care,Facial Treatment,8519
Health & Personal Care,Skin Care,Mask,8535
Health & Personal Care,Skin Care,Moisturizer,8518
Health & Personal Care,Skin Care,Oil,8543
Health & Personal Care,Skin Care,Others,7053
Health & Personal Care,Skin Care,Sets,8530
Health & Personal Care,Slimming,Others,7046
Health & Personal Care,Slimming,Slimming Capsules & Tablet,18277
Health & Personal Care,Slimming,Slimming Drinks,13333
Health & Personal Care,Slimming,Slimming Lotion,13332
Health & Personal Care,Slimming,Slimming Patch,13331
Health & Personal Care,Slimming,Slimming Soap,13593
Health & Personal Care,Suncare,After Sun,12533
Health & Personal Care,Suncare,Body,12532
Health & Personal Care,Suncare,Face,12531
Health & Personal Care,Suncare,Others,7050
Health & Personal Care,Whitening,Others,7052
Health & Personal Care,Whitening,Whitening Capsules & Tablet,20591
Health & Personal Care,Whitening,Whitening Lotion,20590
Health & Personal Care,Whitening,Whitening Soap,20589
Hobbies & Stationery,Arts & Crafts,Calligraphy Materials,22005
Hobbies & Stationery,Arts & Crafts,Carving & Sculpting,17696
Hobbies & Stationery,Arts & Crafts,Cross-Stitch,23768
Hobbies & Stationery,Arts & Crafts,Inks & Dyes,21209
Hobbies & Stationery,Arts & Crafts,Jewelry Making,20602
Hobbies & Stationery,Arts & Crafts,Keychain,23769
Hobbies & Stationery,Arts & Crafts,Knitting & Crochet,17695
Hobbies & Stationery,Arts & Crafts,Modeling Materials,20285
Hobbies & Stationery,Arts & Crafts,Origami,22739
Hobbies & Stationery,Arts & Crafts,Others,17694
Hobbies & Stationery,Arts & Crafts,Paints & Easels,20281
Hobbies & Stationery,Arts & Crafts,Photo Books,22006
Hobbies & Stationery,Arts & Crafts,Pottery Supplies,20289
Hobbies & Stationery,Arts & Crafts,Scrap Booking,20603
Hobbies & Stationery,Arts & Crafts,Tattoo Supplies,22007
Hobbies & Stationery,Arts & Crafts,Woodworking,21725
Hobbies & Stationery,Arts & Crafts,Yarn Threads,21025
Hobbies & Stationery,Books,Books Accessories,21027
Hobbies & Stationery,Books,Books Covers,21026
Hobbies & Stationery,Books,Chinese Books,23419
Hobbies & Stationery,Books,Coloring,15525
Hobbies & Stationery,Books,Comic Books,21028
Hobbies & Stationery,Books,Cookbooks & Recipe Books,23158
Hobbies & Stationery,Books,Educational & Reviewer,17682
Hobbies & Stationery,Books,Fiction,17680
Hobbies & Stationery,Books,Filipiniana,21030
Hobbies & Stationery,Books,Non-Fiction,17681
Hobbies & Stationery,Books,Others,15524
Hobbies & Stationery,Books,Religious Texts,21211
Hobbies & Stationery,Books,Self-Help,20275
Hobbies & Stationery,Magazines & Newspapers,Others,22473
Hobbies & Stationery,Musical Instruments,Accessory,16242
Hobbies & Stationery,Musical Instruments,Bass Guitars,23154
Hobbies & Stationery,Musical Instruments,Controller & Mixer,18291
Hobbies & Stationery,Musical Instruments,Drums/Percussion,16241
Hobbies & Stationery,Musical Instruments,Guitars,23153
Hobbies & Stationery,Musical Instruments,Instrument Case,21727
Hobbies & Stationery,Musical Instruments,Instrument Tuner,18290
Hobbies & Stationery,Musical Instruments,Kalimbas,23152
Hobbies & Stationery,Musical Instruments,Music Amplifiers,18293
Hobbies & Stationery,Musical Instruments,Others,16238
Hobbies & Stationery,Musical Instruments,Piano/Keyboard Piano,16240
Hobbies & Stationery,Musical Instruments,Ukeleles,23155
Hobbies & Stationery,Musical Instruments,Wind Instrument,18292
Hobbies & Stationery,Others,Others,15505
Hobbies & Stationery,Packaging & Wrapping,Angpao,21020
Hobbies & Stationery,Packaging & Wrapping,Boxes,17702
Hobbies & Stationery,Packaging & Wrapping,Bubble Wrap & Packaging Peanuts,21023
Hobbies & Stationery,Packaging & Wrapping,Gift Tag & Wrapper ,21337
Hobbies & Stationery,Packaging & Wrapping,Invitations,19584
Hobbies & Stationery,Packaging & Wrapping,"Jars, Tubes, and Spray Bottles",21018
Hobbies & Stationery,Packaging & Wrapping,Labeling Devices,23412
Hobbies & Stationery,Packaging & Wrapping,Others,17699
Hobbies & Stationery,Packaging & Wrapping,Packaging Tape,21021
Hobbies & Stationery,Packaging & Wrapping,Paper Bags,17701
Hobbies & Stationery,Packaging & Wrapping,Plastic Bags,21024
Hobbies & Stationery,Packaging & Wrapping,Plastic Sealer,21019
Hobbies & Stationery,Packaging & Wrapping,Shrink Wrap & Zip Lock,17703
Hobbies & Stationery,Paper Supplies,Carbon Copies & Receipt Paper,23767
Hobbies & Stationery,Paper Supplies,Envelopes & Letters,21334
Hobbies & Stationery,Paper Supplies,Graph Paper,21219
Hobbies & Stationery,Paper Supplies,Index Cards & Cardstock Paper,21221
Hobbies & Stationery,Paper Supplies,Indexers & Binders,21335
Hobbies & Stationery,Paper Supplies,Logbooks & Business Journals,23163
Hobbies & Stationery,Paper Supplies,Others,21216
Hobbies & Stationery,Paper Supplies,Photo Paper,21222
Hobbies & Stationery,Paper Supplies,Printer Paper,21220
Hobbies & Stationery,Paper Supplies,Recycled Paper,21218
Hobbies & Stationery,Paper Supplies,Stickers & Labelers,23416
Hobbies & Stationery,Paper Supplies,White Paper,21217
